ID;Age;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance
0x25153;48;Media_Manager;91702,14;7455,845;5;7;10;3;13;3;0,87;2;Good;233,12;35,80298218;20,25;No;140,7271245;269,966901;Low_spent_Small_value_payments;624,8904745
0x11889;38;Engineer;81199,04;6683,586667;6;7;28;7;15;9;10,3;7;Standard;2436,17;32,42657555;19,08;Yes;427,6528891;255,6010017;Low_spent_Large_value_payments;255,1047759
0x1fdb9;41;Lawyer;7451,97;463,9975;10;6;29;5;49;18;7,41;9;Bad;1428,75;28,80722779;11,83;Yes;24,08719126;19,31910779;Low_spent_Small_value_payments;292,9934509
0xb049;41;Musician;90438,88;7440,573333;8;6;10;3;19;12;11,89;0;Standard;898,09;35,08122911;33;Yes;176,2534284;581,2930722;Low_spent_Medium_value_payments;266,5108327
0x2592;20;Developer;22500,52;1770,043333;5;3;19;5;19;16;16,61;7;Standard;864,7;34,6659351;12,25;Yes;65,02102612;174,4491265;Low_spent_Small_value_payments;227,5341807
0x21fca;29;Musician;10034,725;939,2270833;9;5;20;5;24;22;5,61;13;Bad;3498,63;29,75671231;9,67;Yes;22,96083536;59,59970256;Low_spent_Large_value_payments;281,3621704
0x22251;21;Journalist;46246,9;3775,908333;7;5;11;7;23;18;8,46;4;Standard;1120,46;40,04096138;7,58;Yes;223,6858517;79,84022048;High_spent_Small_value_payments;334,0647612
0x974b;50;Architect;31080,36;2394,03;8;4;6;1;27;13;8,92;0;Standard;512,07;40,06987432;32;No;19,65614005;21,75843137;High_spent_Large_value_payments;437,9884286
0x20507;31;Writer;106546,08;8951,84;8;3;13;1;10;11;11,21;0;Standard;206,52;40,15656676;16,83;No;86,16494277;452,9158631;Low_spent_Medium_value_payments;636,1031941
0x9998;30;Architect;28485,71;2401,809167;1;6;7;3;5;1;9,33;1;Good;939,54;30,59670171;21,83;No;51,28993104;70,65762966;High_spent_Medium_value_payments;368,233356
0x64ab;28;Developer;73623,22;5919,268333;5;3;5;2;8;10;17,52;4;Good;74,48;28,29210397;31,67;No;91,92554901;86,47499259;High_spent_Medium_value_payments;663,5262917
0x2023e;21;Teacher;38882,52;3186,21;7;3;19;3;25;20;12,83;6;Standard;1191,5;38,52892308;23,42;Yes;61,05508493;68,88979127;High_spent_Large_value_payments;428,6761238
0xab3a;39;Teacher;34826,32;2664,193333;8;8;30;5;29;18;15,72;9;Bad;4070,33;40,02829874;1,58;Yes;119,9600422;87,84722542;High_spent_Medium_value_payments;308,6120658
0xe155;40;Architect;18944,84;1616,736667;7;6;24;8;59;23;3,5;10;Bad;1456,02;32,04616274;8,67;Yes;116,9879795;16,50912619;High_spent_Large_value_payments;268,176561
0x1a838;38;Developer;123936,16;10558,01333;4;3;18;0;13;15;8,46;3;Standard;738,13;33,04394513;29,92;No;0;551,1369645;High_spent_Small_value_payments;764,6643689
0x9d11;53;Journalist;30498,76;2320,563333;3;4;15;3;23;13;12,79;2;Standard;1012,92;28,20984777;17,83;Yes;45,4642679;294,5830826;Low_spent_Small_value_payments;182,0089828
0x1073d;23;Teacher;46422,1;4085,508333;8;6;9;2;14;9;3,5;0;Standard;832,68;38,08884874;23,17;No;66,49089007;234,9310828;Low_spent_Medium_value_payments;387,1288605
0x171a2;55;Architect;32073,31;2533,775833;5;5;9;2;20;9;8,12;2;Standard;1194,93;38,31258443;22,33;Yes;34,3950289;49,48676428;High_spent_Medium_value_payments;419,4957902
0x4d35;41;Entrepreneur;96910,48;7797,873333;7;6;20;2;22;20;3,47;7;Standard;456,9;40,31826894;29,92;No;112,540852;298,7437776;High_spent_Medium_value_payments;618,5027038
0xe3e7;21;Lawyer;125943,63;10448,3025;3;5;6;1;3;7;1,19;4;Good;853,94;34,70401274;23,5;No;90,8293526;401,8132306;Low_spent_Small_value_payments;842,1876668
0x6c08;41;Manager;18157,03;1813,085833;5;5;20;4;8;13;6,2;0;Standard;762,58;29,49070744;26;No;33,43054924;87,91435998;High_spent_Small_value_payments;319,9636741
0x9f97;23;Architect;34791,08;3151,256667;6;6;9;3;21;16;13,83;1;Standard;1477,48;41,222554;28,75;Yes;85,54661738;159,6694122;Low_spent_Small_value_payments;359,909637
0x16651;24;Developer;21434,2;1879,396612;6;6;18;6;16;10;10,09;11;Standard;1240,7;35,90204963;7,67;Yes;177,6939648;80,643147;Low_spent_Small_value_payments;312,8679426
0x1506c;46;Architect;20318,97;1463,2475;3;3;17;6;13;11;16,14;13;Standard;2097,84;29,35656425;12,33;Yes;94,57002245;86,62987655;Low_spent_Small_value_payments;255,124851
0x22bd2;28;Teacher;131091,6;10947,3;6;6;12;0;8;18;0,66;0;Standard;815,12;42,4964972;19,17;No;0;262,460765;High_spent_Small_value_payments;1092,269235
0x270b;45;Developer;11968,51;1254,375833;3;4;16;2;20;19;10,95;0;Standard;685,74;31,34980858;25,17;No;18,07448505;135,9767631;Low_spent_Small_value_payments;261,3863352
0xcc0c;36;Lawyer;15845,47;1039,455833;5;10;26;6;25;14;11,12;12;Standard;1275,75;27,87122957;6,75;Yes;73,23949445;54,80320875;Low_spent_Large_value_payments;245,9028801
0x9a93;41;Lawyer;15375,09;1572,2575;7;5;26;9;54;21;22,65;9;Bad;4649,41;40,03028715;3,5;Yes;81,43213755;48,81086003;High_spent_Small_value_payments;286,9827524
0x1b6b0;55;Architect;31647,02;2725,251667;2;6;5;3;11;8;2,49;3;Good;468,03;26,35574293;16,33;No;64,82182516;62,39881125;High_spent_Large_value_payments;385,3045302
0x3884;43;Media_Manager;99902,37;8249,1975;3;6;1;2;7;2;5;3;Good;446,72;31,08980659;15,75;No;97,36612204;99,76416265;High_spent_Large_value_payments;867,7894653
0x1dc9d;28;Engineer;17723,52;1329,96;9;9;22;8;22;15;32,48;12;Bad;2640,84;30,73213019;13,33;Yes;110,4385918;168,7457939;Low_spent_Small_value_payments;143,8116143
0x17e4;33;Media_Manager;12909,895;853,8245833;5;5;13;0;20;14;7,58;1;Standard;602,5;32,21809912;17,25;No;0;114,1999515;Low_spent_Small_value_payments;261,1825069
0x25d2;42;Architect;134316,2;11429,01667;8;3;11;0;23;15;21,5;4;Standard;1383,6;37,96156962;19,75;Yes;0;277,3982484;High_spent_Large_value_payments;1105,503418
0x21862;30;Manager;30616,07;2813,339167;1;2;3;0;5;2;9,61;3;Good;1244,22;24,21733103;28,92;No;0;241,6995702;Low_spent_Small_value_payments;329,6343464
0xa72e;55;Media_Manager;55929,32;4788,776667;7;6;5;0;26;20;11,7;2;Good;994,27;35,87526299;17,17;No;0;57,35320203;High_spent_Medium_value_payments;671,5244646
0x222d9;37;Lawyer;36875,14;2845,928333;6;4;13;4;26;16;18,42;3;Standard;473,6;28,84302428;16,25;Yes;109,8943871;183,4303604;Low_spent_Small_value_payments;281,2680858
0x1ca6d;53;Developer;12741,58;1234,798333;5;7;9;3;24;19;5,4;2;Good;530,93;33,3213295;28,5;No;28,73182913;73,8857607;Low_spent_Small_value_payments;310,8622435
0x18d7f;25;Media_Manager;81259,36;6930,26912;7;7;31;6;48;16;2,08;14;Bad;2151,93;25,56581215;9,75;Yes;405,1977059;464,6969765;Low_spent_Small_value_payments;188,3108644
0x13088;33;Lawyer;12426,29;939,5241667;5;4;13;3;27;16;9,14;10;Standard;1399,81;36,23145177;8,5;Yes;18,80189846;118,3750586;Low_spent_Small_value_payments;246,7754596
0x22147;32;Developer;144469,36;11835,11333;0;4;5;1;19;0;3,52;4;Good;361,73;44,91972897;32,5;No;95,04860774;139,127322;High_spent_Medium_value_payments;1199,335404
0x124e0;27;Scientist;18184,99;1336,415833;7;6;34;6;61;23;9,74;9;Bad;1494,99;26,58514983;15,58;Yes;88,56159526;38,12462655;High_spent_Small_value_payments;266,9553615
0x1c16c;40;Doctor;17267,895;1639,99125;0;5;6;1;1;8;9,97;3;Good;1292,69;28,46252314;21,83;No;12,08243605;89,43810466;Low_spent_Medium_value_payments;342,4785843
0x19782;30;Doctor;77001,36;6561,78;7;4;34;5;9;15;16,8;11;Standard;2456,49;28,40531411;19,58;Yes;210,5768286;157,4871567;High_spent_Large_value_payments;528,1140146
0x5c0e;34;Musician;60788,82;4851,735;8;7;14;0;30;11;0,96;6;Standard;1463,41;34,84304525;17;No;0;124,7646344;High_spent_Medium_value_payments;610,4088656
0x132c0;49;Engineer;31653,01;2478,750833;3;7;9;2;8;5;9,2;6;Good;1250,9;35,49731026;24,17;No;27,11102882;38,30034787;High_spent_Large_value_payments;422,4637066
0x43b8;38;Writer;10030,52;696,8766667;10;9;27;8;47;20;17,39;11;Bad;4812,08;29,13917573;12;Yes;52,41023016;39,80796275;Low_spent_Small_value_payments;267,4694738
0x24bca;45;Entrepreneur;80966,82;6680,235;8;4;12;4;17;10;2,02;3;Standard;340,06;27,4032556;16,42;No;207,0684258;81,50466191;High_spent_Large_value_payments;619,4504123
0x2042b;23;Mechanic;15710,555;1290,212917;4;5;19;4;21;17;2,58;0;Standard;442,17;31,15490522;24,17;No;26,49212301;80,81721556;Low_spent_Small_value_payments;311,7119531
0xec5f;18;Mechanic;54027;4269,25;6;4;8;2;22;10;7,2;0;Good;482,08;35,35440588;31,67;No;53,26088663;46,66220529;High_spent_Medium_value_payments;577,0019081
0xc587;51;Doctor;42153,13;3377,760833;5;4;10;3;8;9;4,81;7;Good;1027,64;24,81836373;28,25;No;79,29961146;267,2806488;Low_spent_Small_value_payments;281,1958231
0x19b1;34;Architect;17001,34;1214,778333;6;5;5;1;5;20;5,62;2;Standard;1093,87;35,03187222;17,75;No;10,53555561;99,29445779;Low_spent_Small_value_payments;301,6478199
0x1f5f0;31;Accountant;11889,26;736,7716667;5;4;14;3;6;17;17;2;Standard;351,01;39,60229049;26,33;Yes;23,45559539;26,93438648;High_spent_Small_value_payments;283,2871848
0x25e0d;32;Lawyer;107911,6;9168,633333;3;3;17;2;21;18;11,31;5;Standard;1086,96;40,84395556;18,33;No;110,6259887;285,0335702;Low_spent_Medium_value_payments;801,2037744
0x1f011;43;Scientist;37760,22;3393,685;3;4;3;3;1;13;11,6;3;Good;821,1;25,33673106;16,42;No;88,48566313;80,65576241;High_spent_Large_value_payments;410,2270745
0x2573;54;Musician;17853,5;1226,791667;5;4;12;2;13;13;1,95;4;Good;990,35;27,5938286;20,25;No;18,02270353;106,6376179;Low_spent_Large_value_payments;268,0188452
0x22bc7;31;Teacher;75816,52;6291,043333;6;9;22;5;20;24;27,85;9;Bad;2555,9;33,48202493;5,75;Yes;158,1637791;68,30757084;High_spent_Large_value_payments;642,6329834
0x9563;26;Entrepreneur;29648,86;2229,265672;3;5;15;3;5;23;17,93;11;Standard;614,03;32,81851896;29,75;Yes;340,6947185;227,632082;Low_spent_Medium_value_payments;250,8196941
0x1edb8;48;Musician;17950,55;1646,879167;7;3;10;3;18;14;3,23;3;Standard;453,73;25,5562855;15,92;No;27,41569307;180,2213341;Low_spent_Small_value_payments;247,0508895
0x2664;54;Lawyer;92794,04;7562,836667;4;7;7;0;27;16;11,09;3;Standard;1269,4;40,22269836;28,33;Yes;0;56,28450413;High_spent_Large_value_payments;939,9991625
0x19026;34;Engineer;29902,22;2230,851667;6;3;12;3;9;10;9,57;0;Standard;533,71;28,44995853;19,67;Yes;66,2103271;173,7592605;Low_spent_Small_value_payments;273,1155791
0x1af7b;45;Engineer;122710,12;10368,84333;0;6;3;3;17;10;2,74;3;Good;1025,92;29,3256678;27,33;No;154,9755045;210,118727;High_spent_Large_value_payments;911,7901018
0x12ada;37;Engineer;57459,36;4839,28;8;7;15;5;4;17;17,18;10;Standard;2124,47;34,33670448;8,92;Yes;222,1668798;309,3780229;Low_spent_Large_value_payments;222,3830973
0x1f78f;38;Engineer;31762,34;2557,861667;3;6;7;2;24;10;6,51;4;Standard;175,33;39,12160114;31,25;No;29,97996011;345,86841;Low_spent_Small_value_payments;169,9377966
0x131b7;53;Journalist;43220,64;3702,72;2;5;12;1;15;5;8,77;1;Good;1292,16;24,47406409;19,33;No;26,47911048;283,1301551;Low_spent_Medium_value_payments;340,6627345
0x31eb;44;Musician;21484,035;2073,33625;5;3;8;3;30;11;1,08;4;Good;939,2;22,20366453;26,17;No;33,15526655;150,8053674;Low_spent_Small_value_payments;313,3729911
0x141ca;42;Musician;8938,07;678,8391667;6;9;34;7;59;25;27,81;11;Bad;4343,23;31,1420957;2,58;Yes;33,67769685;34,97789487;Low_spent_Large_value_payments;269,2283249
0xc1ff;20;Engineer;27910,59;2598,8825;3;7;14;2;29;16;9,96;4;Standard;229,47;24,66290742;28,67;Yes;36,62873393;101,8074966;High_spent_Medium_value_payments;371,4520195
0x1e732;40;Media_Manager;18397,87;1417,155833;10;9;15;7;16;20;3,84;6;Bad;3989,46;21,98301775;0,33;Yes;92,29290341;154,9720259;Low_spent_Small_value_payments;184,450654
0x2ac6;55;Architect;32011,89;2806,6575;2;6;4;3;17;9;2,1;1;Good;1215,09;35,12569635;25,42;No;66,35744899;114,0083922;High_spent_Medium_value_payments;350,2999088
0xbc4b;35;Writer;67845,56;5815,796667;3;5;20;4;21;17;19,63;11;Standard;1478,49;36,72002392;18,83;Yes;129,4405591;236,182474;High_spent_Medium_value_payments;465,9566336
0x1dce7;26;Doctor;10120,28;645,3566667;6;5;33;5;20;16;9,97;12;Bad;1616,5;36,07698628;16,33;Yes;21,9038555;43,54639811;Low_spent_Small_value_payments;289,0854131
0x1c48e;41;Entrepreneur;17625,23;1542,769167;6;8;28;9;56;21;25,27;11;Bad;4827,99;29,42402153;7,17;Yes;128,3012742;96,98178876;Low_spent_Small_value_payments;218,9938537
0x1a40b;30;Lawyer;38735,57;3187,964167;2;4;3;2;15;11;8,06;2;Good;800,94;33,475616;17,25;No;43,9437508;201,2296445;Low_spent_Large_value_payments;343,6230214
0x6a59;20;Developer;13506,895;1369,574583;3;5;12;0;26;8;10,97;8;Standard;945,04;33,92180188;6,67;Yes;0;39,73703323;High_spent_Medium_value_payments;347,2204251
0xcd4a;24;Engineer;33477,64;2643,803333;7;6;23;6;57;21;6,83;10;Bad;1910,95;25,14158172;9,17;Yes;113,2192819;100,2808441;High_spent_Medium_value_payments;300,8802073
0x25855;27;Entrepreneur;14458;1251,833333;3;8;29;6;19;5;10,73;13;Standard;1701,54;36,74507459;8;Yes;47,87604418;79,30452392;Low_spent_Large_value_payments;268,0027652
0x15f5d;25;Developer;10307,97;625,9975;8;3;13;2;2;11;8,67;10;Standard;480,17;25,02662655;16,17;Yes;11,02219042;19,72324061;Low_spent_Large_value_payments;301,854319
0x1c733;49;Manager;21129,93;1840,8275;3;4;3;4;14;19;9,82;9;Standard;611,4;39,99108574;16;No;39,59495091;159,3370059;Low_spent_Medium_value_payments;265,1507932
0x21112;24;Engineer;39130,84;3421,903333;0;4;5;4;14;4;0,77;2;Good;218,9;28,37889148;25,58;No;88,32887502;139,2732481;High_spent_Medium_value_payments;364,5882102
0x1b8fb;51;Mechanic;125415,96;10271,33;2;3;3;3;14;7;8,04;1;Good;1145,71;37,77621728;32,92;No;285,4413434;246,8740433;High_spent_Large_value_payments;734,8176133
0x1ee23;49;Lawyer;40330,08;3271,84;5;6;3;4;10;3;10,79;5;Good;613,91;33,89487086;20,42;No;108,8026255;62,69416669;High_spent_Medium_value_payments;405,6872078
0x1164a;52;Mechanic;43249,78;3538,148333;5;5;5;3;8;2;11,43;5;Good;1475,99;29,13494234;32,17;No;97,25829537;456,9218508;Low_spent_Small_value_payments;89,63468713
0x33bf;34;Teacher;34514,51;3067,209167;4;6;9;4;29;8;7,25;3;Standard;841,46;34,75084679;17,83;Yes;102,4625828;63,02322449;High_spent_Large_value_payments;381,2351094
0xf1a2;29;Engineer;21298,53;1971,8775;4;5;17;4;12;17;7,69;0;Standard;134,95;33,09311767;20,08;No;65,54582361;75,2983773;High_spent_Small_value_payments;316,3435491
0x4cb6;21;Lawyer;131235,75;11085,3125;3;4;4;4;6;4;2,09;4;Good;1048,29;31,76663424;22,08;No;343,3022949;83,88969497;High_spent_Large_value_payments;921,3392601
0x10761;26;Media_Manager;32428,98;2512,415;6;5;23;5;25;23;27,88;11;Bad;4903,14;40,4864656;10,67;Yes;109,2732961;181,2190979;Low_spent_Small_value_payments;250,749106
0x19362;32;Teacher;56539,04;4780,586667;7;6;16;6;35;23;8,42;12;Bad;1857,21;22,93675681;19,08;Yes;231,308224;98,81103622;High_spent_Medium_value_payments;397,9394065
0x15741;28;Musician;126732,6;10443,05;7;5;16;4;7;9;11,6;3;Standard;18,99;32,49381969;24,17;No;294,9937276;903,3780903;Low_spent_Medium_value_payments;125,9331821
0x23ef6;35;Accountant;11958,695;903,5579167;3;4;8;0;26;18;8,3;7;Standard;74,29;31,67831588;16,08;Yes;0;35,98563926;Low_spent_Small_value_payments;344,3701524
0x15559;43;Media_Manager;24688,88;2256,406667;8;4;9;1;20;17;11,74;7;Standard;1014,83;27,71682994;23,33;No;10,86931686;208,4899291;Low_spent_Large_value_payments;276,2814207
0x18bd9;34;Developer;30256,85;2226,404167;0;5;5;3;23;0;2,73;4;Good;1483,23;22,72642658;20,08;No;62,10515619;187,2873001;Low_spent_Small_value_payments;263,2479604
0x1f458;18;Accountant;36368,77;3229,730833;7;3;12;4;23;16;5,76;6;Standard;347,66;33,16012609;19,42;No;83,04488447;39,59805591;High_spent_Medium_value_payments;450,330143
0x60ef;46;Accountant;38873,01;3287,4175;5;7;12;4;12;10;5,42;8;Good;17,87;31,39502752;28,33;No;83,28570298;103,2670454;High_spent_Small_value_payments;402,1890016
0x243b;30;Writer;80591,2;6453,933333;4;4;32;2;31;8;10,62;7;Standard;2024,84;36,04651025;13,58;Yes;97,89725769;613,7810167;Low_spent_Medium_value_payments;213,715059
0x15e57;21;Accountant;57326,49;5042,2075;3;5;13;2;17;19;11,24;3;Standard;1040,21;34,57158681;23,33;No;55,24500538;220,3732183;High_spent_Small_value_payments;488,6025263
0x22b52;38;Accountant;58510,3;4967,858333;7;4;12;0;18;11;2,45;4;Standard;984,82;38,13506834;17,67;No;0;239,7352749;Low_spent_Medium_value_payments;537,0505584
0x6f98;42;Musician;67426,82;5810,901667;4;6;5;5;17;10;9,88;7;Standard;671,39;26,71596407;13;Yes;196,570837;203,6856831;High_spent_Medium_value_payments;430,8336466
0x120af;43;Mechanic;10227,655;771,3045833;8;10;15;3;55;24;7,56;10;Bad;1784,53;31,6224209;18,83;Yes;18,09524427;100,5220819;Low_spent_Small_value_payments;248,5131321
0x19e52;30;Teacher;79630,14;6689,845;3;1;3;1;3;4;11,37;0;Good;1133,46;36,64041826;15,67;No;34,55106016;72,59013128;High_spent_Medium_value_payments;811,8433086
0x153a2;23;Mechanic;78094,28;6755,856667;10;7;15;5;62;16;6,92;8;Bad;1695,41;36,92876956;19,08;Yes;270,6398053;227,1146365;High_spent_Medium_value_payments;427,8312249
0x3d36;29;Developer;116687,92;9747,993333;5;6;11;4;11;18;3,4;0;Good;985,01;26,00357983;20,92;No;342,4945666;63,99799049;High_spent_Large_value_payments;808,3067763
0x1373c;56;Journalist;31226,77;2878,230833;5;7;11;0;15;2;0,97;3;Good;1426,06;24,68820335;21,5;No;0;141,7590964;Low_spent_Medium_value_payments;426,0639869
0x6773;36;Writer;67412,2;5911,683333;6;5;7;2;23;13;17,7;9;Standard;858,85;38,36092166;28,58;Yes;106,5929342;519,3154238;Low_spent_Small_value_payments;255,2599754
0x20b97;39;Media_Manager;35474,91;3203,2425;7;7;10;3;22;12;13,02;5;Standard;1199,05;29,9266953;20,67;Yes;59,87139781;79,21044529;High_spent_Large_value_payments;421,2424069
0x1cce8;56;Musician;14337,56;1422,796667;3;4;8;4;19;17;8,45;2;Standard;771,35;23,63011515;26,75;No;28,02146475;135,673138;Low_spent_Small_value_payments;268,585064
0xa110;29;Doctor;89190,57;7135,5475;3;4;19;3;21;7;2,18;0;Standard;1427,36;30,32892823;26,17;Yes;165,4839039;434,1644059;Low_spent_Small_value_payments;403,9064402
0x4723;27;Writer;12723,325;1183,277083;4;7;13;3;12;8;8,81;0;Standard;387,78;28,26192399;21,92;No;29,27026504;22,53657147;High_spent_Large_value_payments;306,5208718
0x1bb5f;34;Writer;9706,79;580,8991667;4;7;29;6;17;20;20,4;9;Standard;2173,71;26,69201214;15,92;Yes;27,17656384;56,50796968;Low_spent_Small_value_payments;264,4053831
0x1d9d6;44;Entrepreneur;79178,76;6302,23;5;5;20;2;11;9;15,01;4;Standard;949,13;38,18654229;21,92;Yes;78,83461508;418,8205678;High_spent_Small_value_payments;392,5678171
0x13f72;43;Mechanic;32464,1;2668,341667;4;3;10;1;6;8;4,82;1;Standard;681,09;41,24424001;32,25;No;19,18656123;95,01610931;High_spent_Medium_value_payments;402,6314961
0x6ed1;25;Engineer;32382,37;2960,530833;4;7;5;2;17;17;12,3;4;Standard;626,47;30,66521391;29,92;No;38,77356818;40,48171444;High_spent_Large_value_payments;456,7978007
0x1d1fd;29;Accountant;33444,19;2868,015833;4;6;6;0;13;12;22,83;2;Standard;109,26;33,85337401;26,83;Yes;0;22,34943947;High_spent_Large_value_payments;504,4521439
0x15b65;25;Journalist;46586,8;4026,233333;6;7;20;0;27;13;14,98;8;Standard;852,2;34,11766119;9,25;Yes;0;112,5718757;High_spent_Medium_value_payments;540,0514576
0x1ec84;50;Entrepreneur;29470,76;2251,896667;0;4;9;4;16;8;5,79;7;Good;557,5;36,85050644;22,58;No;79,50204791;38,44482835;High_spent_Medium_value_payments;357,2427904
0xc84d;20;Engineer;20426,41;1640,200833;6;5;16;5;37;24;6,65;7;Bad;1587,82;27,29360185;7,67;Yes;57,88334831;211,7532666;Low_spent_Small_value_payments;184,3834685
0x2020f;22;Entrepreneur;11138,425;911,2020833;3;7;20;2;8;13;7,95;1;Standard;878,15;28,13524304;25,5;Yes;11,12529943;37,99944643;High_spent_Medium_value_payments;291,9954625
0x15a05;19;Musician;14840,5;1501,708333;9;8;25;9;16;22;16,07;7;Bad;2685,41;33,46413245;11,92;Yes;84,42084263;154,5876444;Low_spent_Medium_value_payments;191,1623463
0x1f08c;43;Developer;132387,52;10844,29333;3;5;5;2;2;10;8,95;2;Good;361,08;40,15730831;29,75;No;145,6507581;449,886734;High_spent_Small_value_payments;748,8918412
0x252cb;35;Doctor;26342,91;1949,2425;6;7;7;1;19;15;17,6;3;Standard;397,9;35,45129723;21,83;Yes;21,58321058;191,2160271;Low_spent_Small_value_payments;272,1250123
0x2049a;23;Lawyer;110603,94;9463,995;5;7;12;1;24;10;5,75;1;Standard;805,01;44,18325995;20;No;68,79160162;219,105595;High_spent_Large_value_payments;898,5023034
0xcd93;32;Journalist;69591,18;5708,265;5;1;2;2;12;0;4,02;2;Good;1050,09;32,47963608;31,5;No;73,60641908;430,3882406;Low_spent_Small_value_payments;356,8318403
0x8cfc;41;Media_Manager;28832,98;2628,748333;7;7;7;3;17;8;12,14;8;Standard;2576,04;24,50723981;15,92;Yes;53,28671123;139,8417997;Low_spent_Large_value_payments;339,7463224
0xfc9b;34;Entrepreneur;44793,34;3677,778333;0;5;3;0;6;3;10,69;3;Good;585,77;38,54533516;25,58;No;0;231,2805397;Low_spent_Small_value_payments;426,4972936
0x20744;35;Developer;43285,2;3327,1;8;4;17;1;11;16;10,55;1;Standard;890,54;39,59351465;17,25;No;19,9394158;112,105274;High_spent_Medium_value_payments;450,6653102
0x170d7;21;Doctor;95529,28;8151,773333;8;6;12;6;9;19;15,4;5;Standard;283,39;26,30663763;16,25;Yes;330,8571098;66,74525973;High_spent_Large_value_payments;657,5749638
0x128f2;44;Scientist;83083,59;6681,6325;7;6;6;4;26;18;18,12;4;Standard;1100,84;24,38641859;18,25;Yes;276,8366486;522,5070198;Low_spent_Small_value_payments;158,8195816
0x5a45;28;Musician;21414,43;1963,535833;5;2;5;3;14;3;10,58;4;Good;39,47;38,55522305;25,83;No;30,21422897;70,18140561;Low_spent_Large_value_payments;365,9579488
0x98a6;29;Developer;31632,32;2421,026667;2;3;9;3;1;9;3,7;2;Good;73,75;23,72036651;32,25;No;59,02287401;76,08412177;Low_spent_Medium_value_payments;386,9956709
0x16546;44;Media_Manager;39859,72;3102,643333;5;4;1;1;7;7;6,16;3;Good;1281,92;39,79660856;33;No;21,15615014;198,7777907;Low_spent_Small_value_payments;380,3303925
0x21e18;28;Manager;32303,73;2927,9775;4;1;5;3;15;4;7,8;1;Good;1232,34;27,02233361;21,33;No;43,44926577;242,669131;Low_spent_Small_value_payments;296,6793533
0x10369;39;Doctor;35586,4;2796,533333;5;5;6;6;12;17;14,68;10;Standard;1355,24;29,60292799;18,25;Yes;137,655894;233,0694749;Low_spent_Large_value_payments;178,9279644
0x11529;26;Engineer;30789,35;2738,779167;5;4;7;4;5;6;5,72;6;Good;1106,11;26,96279065;20,17;No;73,86569999;62,11390419;High_spent_Medium_value_payments;387,8983125
0x11327;30;Engineer;54858,75;4327,5625;7;7;16;5;8;19;11,74;5;Standard;2229,82;27,16788038;19,83;Yes;144,2991584;121,9887836;High_spent_Medium_value_payments;416,468308
0x2101;41;Architect;82289,36;6951,446667;8;8;22;5;29;16;18,75;12;Bad;4736,25;23,8670272;9,5;Yes;240,7514411;187,5039006;Low_spent_Medium_value_payments;546,8893249
0x1cb20;30;Lawyer;17924,07;1303,6725;6;10;31;6;31;18;5,46;12;Bad;1680,63;32,15910968;13,75;Yes;57,02968504;168,4007057;Low_spent_Small_value_payments;194,9368593
0x17a8;36;Manager;71681,4;5799,45;3;6;15;1;8;10;10,44;0;Standard;1293,02;29,37139648;25,75;Yes;53,92351397;253,3197219;Low_spent_Small_value_payments;562,7017641
0x4934;24;Mechanic;50043,27;4132,2725;7;6;31;8;18;24;16,11;12;Bad;4998,07;30,73781815;6,5;Yes;184,8791818;80,9252751;High_spent_Small_value_payments;407,4227931
0x7beb;18;Musician;8814,92;1011,576667;10;7;23;8;21;24;0,53;9;Bad;2079,47;38,39689341;13,42;Yes;46,30316907;15,22408445;High_spent_Medium_value_payments;289,6304132
0x80e4;31;Writer;12989,77;822,4808333;4;4;7;6;20;12;14,37;7;Standard;1298,38;33,50143213;13,75;Yes;62,21461364;74,86999981;Low_spent_Small_value_payments;235,1634699
0x12c6d;23;Musician;31795,08;2320,594711;10;5;23;7;33;16;6,05;11;Bad;2053,98;32,52943068;8,42;Yes;360,7688776;136,3924237;Low_spent_Medium_value_payments;228,2929877
0x4dc0;38;Scientist;41176,49;3427,374167;0;4;11;2;4;4;4,5;5;Good;46,05;29,68758531;20,92;No;52,52158963;51,57687139;High_spent_Large_value_payments;478,6389556
0xd28b;36;Media_Manager;10086,965;711,5804167;6;6;27;3;11;20;16,23;5;Standard;1689,61;32,72183132;7,75;Yes;18,99022286;37,60858586;Low_spent_Medium_value_payments;294,559233
0x14fa1;43;Engineer;37819,13;3185,594167;0;3;1;4;9;1;7,63;1;Good;754,73;24,55852361;27,67;No;79,44872834;252,0297496;Low_spent_Large_value_payments;257,0809388
0x5a4e;36;Manager;94934,94;8039,245;2;5;3;4;14;11;6,83;0;Good;975,21;24,80975887;22,75;No;289,841054;160,7029201;High_spent_Medium_value_payments;603,3805259
0x194d6;24;Musician;9955,465;887,6220833;9;10;28;2;53;8;9,65;9;Standard;2520,04;29,67574042;19,17;Yes;15,46879059;46,75264858;Low_spent_Small_value_payments;316,5407692
0xfb56;40;Entrepreneur;103744,83;8398,4025;6;6;18;3;28;19;0,78;2;Standard;484,98;31,6949071;26,75;No;160,970391;681,5665815;Low_spent_Medium_value_payments;277,3032775
